product_id,sector,strength_score,weight_capacity_score,barrier_score ,biodegradability_score,co2_emission_score,recyclability_percent,cost_score,reuse_potential_score,category_name,fragility_level,requires_cushioning,moisture_sensitive,temperature_sensitive,typical_weight_kg,product_weight_g,product_volume_cm3,temperature_sensitivity,moisture_sensitivity,shelf_life_days,packaging_format,current_packaging_material,flag_weight_outlier,flag_volume_outlier,flag_price_outlier,main_packaging_material,barrier_score,product_name_final,category_final,price_final
PRD0351,,,,,,,,,,,Medium,,,,,500.0,1058.04,Medium,Low,365.0,Box,LDPE Plastic,False,False,False,,,Fanta Tea 500 g,Beverages,207.98
PRD0352,,,,,,,,,,,Medium,,,,,43.28,241.21,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,OnePlus Smartwatch Wearable,Electronics,4999.0
PRD0353,,,,,,,,,,,Low,,,,,375.0,528.57,Low,Medium,240.0,Box,Paperboard (Folding Carton),False,False,False,,,Cadbury Cereal 375 g,Food,126.89
PRD0354,,,,,,,,,,,Low,,,,,30.0,48.71,Low,Medium,730.0,Bottle,Glass (Soda-Lime),False,False,False,,,Lakmé Serum 30 ml,Cosmetics,723.67
PRD0355,,,,,,,,,,,Medium,,,,,6.06,11.48,Medium,Medium,730.0,Blister,Paperboard (Folding Carton),False,False,False,,,Soframycin Capsules 10 tablets,Healthcare,147.97
PRD0356,,,,,,,,,,,Low,,,,,280.0,601.68,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,ITC Noodles 280 g,Food,63.29
PRD0357,,,,,,,,,,,Low,,,,,500.0,531.74,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Clinic Plus Handwash 500 ml,Personal Care,107.21
PRD0358,,,,,,,,,,,Low,,,,,500.0,709.66,Low,Medium,240.0,Box,Paperboard (Folding Carton),False,False,False,,,Kellogg's Dry Fruits 500 g,Food,517.22
PRD0359,,,,,,,,,,,Medium,,,,,500.0,1022.65,High,High,180.0,Box,Paperboard (Folding Carton),False,False,False,,,Nandini Cheese 500 g v2,Dairy,166.22
PRD0360,,,,,,,,,,,Low,,,,,560.0,809.88,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Britannia Noodles 560 g,Food,117.45
PRD0361,,,,,,,,,,,Medium,,,,,200.0,208.39,Medium,Medium,730.0,Box,Paperboard (Folding Carton),False,False,False,,,Benadryl Sanitizer 200 ml,Healthcare,162.73
PRD0362,,,,,,,,,,,Low,,,,,2000.0,3164.08,Low,Low,720.0,Pouch,HDPE Plastic,False,False,False,,,Good Knight Detergent 2000 g,Home Care,337.88
PRD0363,,,,,,,,,,,Low,,,,,1000.0,1722.75,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Tata Salt 1000 g,Grocery,26.31
PRD0364,,,,,,,,,,,Low,,,,,100.0,114.21,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Himalaya Lotion 100 ml,Personal Care,70.22
PRD0365,,,,,,,,,,,Low,,,,,1000.0,1125.73,Low,Low,720.0,Pouch,HDPE Plastic,False,False,False,,,Colin Surface Cleaner 1000 ml,Home Care,169.19
PRD0366,,,,,,,,,,,Low,,,,,100.0,214.85,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Nykaa Cream 100 g,Cosmetics,134.39
PRD0367,,,,,,,,,,,Medium,,,,,5000.0,9880.86,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,Fortune Oil 5000 g,Grocery,767.53
PRD0368,,,,,,,,,,,Low,,,,,10000.0,24059.23,Low,Low,365.0,Bag,Kraft Paper (Unbleached),True,True,False,,,Fortune Rice 10000 g,Grocery,592.41
PRD0369,,,,,,,,,,,Low,,,,,50.0,101.58,Low,High,365.0,Bag,LDPE Plastic,False,False,False,,,Everest Coffee 50 g,Grocery,36.77
PRD0370,,,,,,,,,,,Low,,,,,100.0,139.08,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Himalaya Toothpaste 100 g,Personal Care,55.56
PRD0371,,,,,,,,,,,Medium,,,,,200.0,211.23,Medium,Medium,730.0,Box,HDPE Plastic,False,False,False,,,Dolo Sanitizer 200 ml,Healthcare,199.12
PRD0372,,,,,,,,,,,Low,,,,,340.0,376.29,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Lux Shampoo 340 ml,Personal Care,167.97
PRD0373,,,,,,,,,,,Medium,,,,,142.51,213.78,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Sony Charger 65W,Electronics,1799.0
PRD0374,,,,,,,,,,,Medium,,,,,30.0,60.85,Medium,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Soframycin Ointment 30 g,Healthcare,155.52
PRD0375,,,,,,,,,,,Low,,,,,200.0,212.97,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Dove Lotion 200 ml v2,Personal Care,126.35
PRD0376,,,,,,,,,,,Low,,,,,1000.0,1696.19,Low,Low,720.0,Bag,LDPE Plastic,False,False,False,,,Vim Detergent 1000 g,Home Care,172.35
PRD0377,,,,,,,,,,,Low,,,,,50.0,72.53,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Clinic Plus Face Wash 50 g v2,Personal Care,47.64
PRD0378,,,,,,,,,,,Low,,,,,50.0,97.35,Low,High,365.0,Bag,LDPE Plastic,False,False,False,,,Saffola Spices 50 g,Grocery,28.32
PRD0379,,,,,,,,,,,Medium,,,,,200.0,301.79,High,High,180.0,Wrapper,LDPE Plastic,False,False,False,,,Nandini Cheese 200 g,Dairy,70.71
PRD0380,,,,,,,,,,,Low,,,,,150.0,248.74,Medium,High,365.0,Pouch,LDPE Plastic,False,False,False,,,Bingo Chocolate 150 g,Food,137.95
PRD0381,,,,,,,,,,,Low,,,,,1000.0,1552.37,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,Patanjali Pulses 1000 g,Grocery,126.93
PRD0382,,,,,,,,,,,Low,,,,,5000.0,10037.06,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,24 Mantra Flour 5000 g,Grocery,258.14
PRD0383,,,,,,,,,,,Low,,,,,200.0,286.44,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Dabur Toothpaste 200 g,Personal Care,119.31
PRD0384,,,,,,,,,,,Low,,,,,340.0,372.64,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Lux Shampoo 340 ml v2,Personal Care,148.81
PRD0385,,,,,,,,,,,Medium,,,,,100.0,142.16,Medium,Low,365.0,Jar,LDPE Plastic,False,False,False,,,Tropicana Tea 100 g,Beverages,59.01
PRD0386,,,,,,,,,,,Low,,,,,500.0,724.76,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Lay's Biscuits 500 g,Food,55.54
PRD0387,,,,,,,,,,,Medium,,,,,200.0,245.96,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,Britannia Jam 200 g,Food,49.64
PRD0388,,,,,,,,,,,High,,,,,178.56,498.34,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,JBL Smartphone Midrange,Electronics,24999.0
PRD0389,,,,,,,,,,,Low,,,,,250.0,405.89,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Cadbury Pasta 250 g,Food,43.61
PRD0390,,,,,,,,,,,Low,,,,,560.0,1067.59,Low,Medium,240.0,Wrapper,LDPE Plastic,False,False,False,,,Sunfeast Noodles 560 g,Food,102.6
PRD0391,,,,,,,,,,,Low,,,,,5000.0,8029.32,Low,Low,365.0,Pouch,PP Plastic,False,False,False,,,Patanjali Sugar 5000 g,Grocery,252.23
PRD0392,,,,,,,,,,,Low,,,,,100.0,160.64,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Nestlé Biscuits 100 g,Food,12.24
PRD0393,,,,,,,,,,,Low,,,,,750.0,844.83,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Head & Shoulders Handwash 750 ml,Personal Care,171.26
PRD0394,,,,,,,,,,,Low,,,,,1000.0,2349.44,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Good Knight Detergent 1000 g,Home Care,192.47
PRD0395,,,,,,,,,,,Medium,,,,,200.0,222.07,Medium,Low,120.0,Bottle,PET Plastic,False,False,False,,,Fanta Juice 200 ml,Beverages,24.98
PRD0396,,,,,,,,,,,Low,,,,,50.0,74.99,Low,Medium,730.0,Tube,Glass (Soda-Lime),False,False,False,,,Plum Serum 50 ml,Cosmetics,869.79
PRD0397,,,,,,,,,,,Medium,,,,,792.87,1584.74,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,OnePlus Bluetooth Speaker Standard,Electronics,2999.0
PRD0398,,,,,,,,,,,Medium,,,,,200.0,325.96,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,Sunfeast Jam 200 g,Food,47.34
PRD0399,,,,,,,,,,,Low,,,,,4.0,8.65,Low,Medium,1095.0,Box,Paperboard (Folding Carton),True,True,False,,,Plum Lipstick 4 g,Cosmetics,542.27
PRD0400,,,,,,,,,,,Low,,,,,90.0,103.5,Low,Medium,720.0,Pouch,LDPE Plastic,False,False,False,,,Himalaya Shampoo 90 ml,Personal Care,43.73
PRD0401,,,,,,,,,,,Low,,,,,200.0,397.7,Low,High,365.0,Bag,LDPE Plastic,False,False,False,,,24 Mantra Spices 200 g,Grocery,118.34
PRD0402,,,,,,,,,,,Low,,,,,400.0,778.0,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Cadbury Namkeen 400 g,Food,107.61
PRD0403,,,,,,,,,,,Medium,,,,,50.0,56.46,Low,Medium,1095.0,Box,Glass (Soda-Lime),False,False,False,,,Nykaa Perfume 50 ml,Cosmetics,828.59
PRD0404,,,,,,,,,,,Medium,,,,,500.0,565.09,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Real Iced Tea 500 ml,Beverages,45.79
PRD0405,,,,,,,,,,,Low,,,,,100.0,164.91,Low,Low,720.0,Bottle,Aluminum (Primary),False,False,False,,,Vim Air Freshener 100 g v2,Home Care,26.24
PRD0406,,,,,,,,,,,Low,,,,,400.0,454.67,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Himalaya Lotion 400 ml,Personal Care,269.46
PRD0407,,,,,,,,,,,Medium,,,,,100.0,187.28,High,High,180.0,Box,Paperboard (Folding Carton),False,False,False,,,Nandini Butter 100 g,Dairy,54.47
PRD0408,,,,,,,,,,,Low,,,,,100.0,164.85,Low,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,L'Oréal Sunscreen 100 g,Cosmetics,282.32
PRD0409,,,,,,,,,,,Medium,,,,,256.13,436.89,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,Realme Power Bank 10000mAh,Electronics,1599.0
PRD0410,,,,,,,,,,,Medium,,,,,500.0,614.43,Medium,Low,365.0,Pouch,Glass (Soda-Lime),False,False,False,,,Maaza Tea 500 g,Beverages,232.65
PRD0411,,,,,,,,,,,Low,,,,,90.0,93.27,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Lifebuoy Conditioner 90 ml,Personal Care,49.66
PRD0412,,,,,,,,,,,High,,,,,1529.8,7171.47,Low,Low,365.0,Box,Corrugated Cardboard,False,False,True,,,Realme Laptop 15-inch,Electronics,64999.0
PRD0413,,,,,,,,,,,Low,,,,,50.0,78.38,Low,Medium,730.0,Bottle,HDPE Plastic,False,False,False,,,The Body Shop Serum 50 ml,Cosmetics,762.87
PRD0414,,,,,,,,,,,Low,,,,,5000.0,8174.26,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,India Gate Sugar 5000 g,Grocery,269.75
PRD0415,,,,,,,,,,,Low,,,,,500.0,1062.88,Low,Medium,240.0,Wrapper,LDPE Plastic,False,False,False,,,Nestlé Dry Fruits 500 g,Food,431.63
PRD0416,,,,,,,,,,,Low,,,,,500.0,528.79,Low,Low,720.0,Bag,HDPE Plastic,False,False,False,,,Colin Surface Cleaner 500 ml,Home Care,90.03
PRD0417,,,,,,,,,,,Low,,,,,375.0,510.59,Low,Medium,240.0,Wrapper,Paperboard (Folding Carton),False,False,False,,,Parle Cereal 375 g,Food,132.62
PRD0418,,,,,,,,,,,Medium,,,,,500.0,526.39,High,High,7.0,Bottle,HDPE Plastic,False,False,False,,,Heritage Buttermilk 500 ml v2,Dairy,18.61
PRD0419,,,,,,,,,,,Medium,,,,,500.0,805.4,Low,Low,540.0,Jar,PET Plastic,False,False,False,,,Fortune Oil 500 g,Grocery,89.47
PRD0420,,,,,,,,,,,Medium,,,,,53.83,116.47,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Samsung Earphones Wired,Electronics,699.0
PRD0421,,,,,,,,,,,Low,,,,,5000.0,9371.51,Low,Low,365.0,Pouch,LDPE Plastic,False,False,False,,,24 Mantra Rice 5000 g,Grocery,281.45
PRD0422,,,,,,,,,,,Medium,,,,,1000.0,1035.44,High,High,7.0,Pouch,LDPE Plastic,False,False,False,,,Heritage Buttermilk 1000 ml,Dairy,36.37
PRD0423,,,,,,,,,,,Low,,,,,70.0,111.89,Low,Medium,240.0,Wrapper,LDPE Plastic,False,False,False,,,Haldiram Noodles 70 g,Food,13.58
PRD0424,,,,,,,,,,,Low,,,,,280.0,513.59,Low,Medium,240.0,Pouch,Cellulose Film,False,False,False,,,Kellogg's Noodles 280 g,Food,54.1
PRD0425,,,,,,,,,,,Medium,,,,,6.0,12.03,Low,Medium,1095.0,Box,Paperboard (Folding Carton),False,False,False,,,Nykaa Compact 6 g,Cosmetics,457.91
PRD0426,,,,,,,,,,,Low,,,,,5000.0,7896.13,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Everest Sugar 5000 g,Grocery,241.0
PRD0427,,,,,,,,,,,Low,,,,,650.0,743.82,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Colgate Shampoo 650 ml,Personal Care,273.69
PRD0428,,,,,,,,,,,Low,,,,,500.0,655.93,Low,Medium,240.0,Box,LDPE Plastic,False,False,False,,,Nestlé Biscuits 500 g,Food,59.44
PRD0429,,,,,,,,,,,Low,,,,,200.0,213.94,Low,Medium,720.0,Bottle,HDPE Plastic,False,False,False,,,Dove Lotion 200 ml v3,Personal Care,140.76
PRD0430,,,,,,,,,,,Medium,,,,,85.0,120.62,High,High,20.0,Cup,Paperboard (Folding Carton),False,False,False,,,Nandini Yogurt 85 g,Dairy,10.0
PRD0431,,,,,,,,,,,Low,,,,,150.0,227.9,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Head & Shoulders Face Wash 150 g,Personal Care,154.85
PRD0432,,,,,,,,,,,Low,,,,,500.0,783.78,Low,Low,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Everest Salt 500 g,Grocery,15.27
PRD0433,,,,,,,,,,,Low,,,,,60.0,121.14,Low,Low,720.0,Box,Aluminum (Primary),False,False,False,,,Odonil Insect Repellent 60 g,Home Care,32.97
PRD0434,,,,,,,,,,,Low,,,,,500.0,558.28,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Colgate Handwash 500 ml,Personal Care,115.05
PRD0435,,,,,,,,,,,Medium,,,,,15.0,22.85,Medium,Medium,540.0,Tube,HDPE Plastic,False,False,False,,,Himalaya Ointment 15 g,Healthcare,145.85
PRD0436,,,,,,,,,,,Low,,,,,100.0,192.46,Low,Medium,720.0,Tube,HDPE Plastic,False,False,False,,,Plum Cream 100 g,Cosmetics,113.71
PRD0437,,,,,,,,,,,Low,,,,,400.0,459.83,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Dabur Body Wash 400 ml,Personal Care,194.28
PRD0438,,,,,,,,,,,Low,,,,,400.0,427.42,Low,Medium,720.0,Bottle,LDPE Plastic,False,False,False,,,Lux Lotion 400 ml v2,Personal Care,275.98
PRD0439,,,,,,,,,,,Medium,,,,,500.0,573.7,High,High,7.0,Pouch,HDPE Plastic,False,False,False,,,Heritage Buttermilk 500 ml,Dairy,21.8
PRD0440,,,,,,,,,,,Medium,,,,,500.0,539.7,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Bisleri Soft Drink 500 ml,Beverages,46.07
PRD0441,,,,,,,,,,,Medium,,,,,1000.0,1073.02,High,High,5.0,Pouch,HDPE Plastic,False,False,False,,,Amul Milk 1000 ml,Dairy,60.46
PRD0442,,,,,,,,,,,Low,,,,,60.0,76.74,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Harpic Insect Repellent 60 g,Home Care,34.19
PRD0443,,,,,,,,,,,Medium,,,,,1000.0,1085.78,Medium,Low,180.0,Can,Steel (Carbon Steel),False,False,False,,,Bisleri Iced Tea 1000 ml,Beverages,99.58
PRD0444,,,,,,,,,,,Low,,,,,100.0,130.66,Low,Low,720.0,Bottle,HDPE Plastic,False,False,False,,,Vim Air Freshener 100 g,Home Care,22.53
PRD0445,,,,,,,,,,,Medium,,,,,500.0,527.7,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Pepsi Iced Tea 500 ml,Beverages,44.18
PRD0446,,,,,,,,,,,Low,,,,,50.0,83.15,Low,Medium,540.0,Bottle,HDPE Plastic,False,False,False,,,Mamaearth Sunscreen 50 g v2,Cosmetics,134.97
PRD0447,,,,,,,,,,,Low,,,,,100.0,167.56,Low,High,365.0,Pouch,Kraft Paper (Unbleached),False,False,False,,,Tata Coffee 100 g,Grocery,75.02
PRD0448,,,,,,,,,,,Medium,,,,,500.0,562.27,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Tropicana Soft Drink 500 ml,Beverages,47.53
PRD0449,,,,,,,,,,,Medium,,,,,635.3,350.51,Low,Low,365.0,Box,Corrugated Cardboard,False,False,False,,,Samsung Power Bank 20000mAh,Electronics,2299.0
PRD0450,,,,,,,,,,,Medium,,,,,200.0,392.5,Low,Low,540.0,Bottle,Glass (Soda-Lime),False,False,False,,,Bingo Jam 200 g,Food,53.81
PRD0451,,,,,,,,,,,Low,,,,,1000.0,2244.59,Low,Low,365.0,Bag,PP Plastic,False,False,False,,,Everest Rice 1000 g,Grocery,59.59
PRD0452,,,,,,,,,,,Low,,,,,250.0,306.11,Low,Medium,240.0,Pouch,LDPE Plastic,False,False,False,,,Haldiram Pasta 250 g,Food,43.25
PRD0453,,,,,,,,,,,Medium,,,,,500.0,540.53,Medium,Low,365.0,Can,Steel (Carbon Steel),False,False,False,,,Maaza Energy Drink 500 ml,Beverages,130.38
PRD0454,,,,,,,,,,,Low,,,,,200.0,218.06,Low,Medium,720.0,Pouch,HDPE Plastic,False,False,False,,,Dove Body Wash 200 ml,Personal Care,94.22
PRD0455,,,,,,,,,,,Low,,,,,5.0,10.01,Low,Medium,1095.0,Bottle,Paperboard (Folding Carton),True,False,False,,,Nykaa Lipstick 5 g,Cosmetics,707.67
PRD0456,,,,,,,,,,,Medium,,,,,179.85,153.45,Low,Low,365.0,Box,Paperboard (Folding Carton),False,False,False,,,Sony Charger 18W,Electronics,699.0
PRD0457,,,,,,,,,,,Medium,,,,,2000.0,2145.16,Medium,Low,180.0,Bottle,PET Plastic,False,False,False,,,Slice Soda 2000 ml,Beverages,173.63
1,Electronics,3.0,3.0,,85.0,70.0,72.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard box + molded pulp tray,3.0,Smartphone box,,
2,Electronics,3.0,4.0,,88.0,70.0,73.0,3.0,2.0,,,,,,,,,,,,,,,,,Heavy corrugated cardboard + paper padding,3.0,Laptop shipping pack,,
3,Electronics,3.0,3.0,,85.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Folding boxboard + paper insert,3.0,Earbuds/headphones retail box,,
4,Electronics,3.0,3.0,,90.0,78.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,Cardboard box + starchâ€‘based packing peanuts,3.0,Fragile gadget shipper with loose fill,,
5,Food,3.0,3.0,,80.0,75.0,28.0,4.0,1.0,,,,,,,,,,,,,,,,,Compostable PLA/cellulose multilayer film,4.0,Snack bar wrapper,,
6,Food,3.0,3.0,,65.0,55.0,20.0,3.0,1.0,,,,,,,,,,,,,,,,,Highâ€‘barrier bioâ€‘based or PE film with coating,5.0,Chips / dry snacks bag,,
7,Food,3.0,3.0,,85.0,80.0,45.0,3.0,1.0,,,,,,,,,,,,,,,,,Bagasse tray + PLA or cellulose lid film,4.0,Readyâ€‘meal tray + lid,,
8,Food,5.0,5.0,,0.0,55.0,85.0,3.0,2.0,,,,,,,,,,,,,,,,,Aluminium can,5.0,Beverage can,,
9,Food,4.0,3.0,,0.0,50.0,82.0,3.0,4.0,,,,,,,,,,,,,,,,,Glass jar + metal lid,5.0,Sauce or jam jar,,
10,Food,3.0,3.0,,60.0,60.0,40.0,3.0,1.0,,,,,,,,,,,,,,,,,Coated paper cup + bioplastic or PE lining,4.0,Dairy in paperâ€‘based cup,,
11,Food,3.0,3.0,,85.0,70.0,75.0,4.0,3.0,,,,,,,,,,,,,,,,,Rigid paperboard box + paper tray,3.0,Premium chocolate box,,
12,Cosmetics,4.0,3.0,,10.0,52.0,80.0,3.0,4.0,,,,,,,,,,,,,,,,,Glass jar + aluminium / PCR plastic cap,5.0,Glass skincare jar,,
13,Cosmetics,4.0,4.0,,0.0,55.0,58.0,2.0,3.0,,,,,,,,,,,,,,,,,PCR PET bottle + plastic pump,4.0,PCR PET skincare bottle,,
14,Cosmetics,4.0,4.0,,70.0,80.0,45.0,4.0,4.0,,,,,,,,,,,,,,,,,Bamboo outer + plastic/metal insert,4.0,Bambooâ€‘cased lipstick / compact,,
15,Cosmetics,5.0,5.0,,0.0,55.0,85.0,3.0,4.0,,,,,,,,,,,,,,,,,Aluminium screwâ€‘top tin,5.0,Aluminium cosmetic tin,,
16,Cosmetics,4.0,4.0,,40.0,60.0,60.0,5.0,5.0,,,,,,,,,,,,,,,,,Reusable glass/aluminium outer + refill cartridge,5.0,Refillable foundation bottle,,
17,Cosmetics,5.0,5.0,,80.0,80.0,85.0,4.0,5.0,,,,,,,,,,,,,,,,,Aluminium bottle + concentrate refills,5.0,Refillable aluminium bodyâ€‘wash bottle,,
18,Pharmaceuticals,4.0,3.0,,5.0,50.0,30.0,2.0,1.0,,,,,,,,,,,,,,,,,PCR PET/foil blister + paperboard card,5.0,Blister pack for tablets ,,
19,Pharmaceuticals,4.0,3.0,,2.0,52.0,70.0,3.0,3.0,,,,,,,,,,,,,,,,,Glass or PCR PET bottle + childâ€‘proof cap,5.0,Cough syrup bottle ,,
20,Beverages,4.0,4.0,,0.0,55.0,60.0,2.0,4.0,,,,,,,,,,,,,,,,,PCR PET bottle + PCR cap,5.0,Soda PET bottle ,,
21,Beverages,4.0,3.0,,0.0,50.0,82.0,3.0,5.0,,,,,,,,,,,,,,,,,Glass bottle + metal cap,5.0,Premium glass water ,,
22,Textiles/Apparel,3.0,3.0,,80.0,65.0,60.0,2.0,2.0,,,,,,,,,,,,,,,,,Recycled paper/poly mailer or compostable film,3.0,Tâ€‘shirt shipping envelope ,,
23,Textiles/Apparel,3.0,3.0,,85.0,70.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Recycled cardboard box + paper band,3.0,Jeans retail box ,,
24,Personal Care/Home,3.0,3.0,,70.0,65.0,40.0,2.0,4.0,,,,,,,,,,,,,,,,,Recycled plastic or compostable pouch,4.0,Shampoo refill pouch ,,
25,Personal Care/Home,3.0,3.0,,75.0,72.0,65.0,3.0,2.0,,,,,,,,,,,,,,,,,Paperboard tray + bioplastic pods,4.0,Detergent pod tray ,,
26,Household Appliances,4.0,4.0,,85.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Heavy corrugated box + molded pulp inserts,3.0,Electric kettle box,,
27,Household Appliances,5.0,5.0,,65.0,55.0,50.0,3.0,1.0,,,,,,,,,,,,,,,,,Reinforced corrugated fiberboard + foam corners,3.0,Microwave oven shipper,,
28,Household Appliances,4.0,4.0,,88.0,70.0,73.0,3.0,2.0,,,,,,,,,,,,,,,,,Cardboard box + molded paper trays,3.0,Blender packaging,,
29,Household Appliances,5.0,5.0,,80.0,72.0,70.0,4.0,2.0,,,,,,,,,,,,,,,,,Heavy-duty corrugated cardboard + paper edge protectors,3.0,Refrigerator outer box,,
30,Household Appliances,4.0,4.0,,85.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Corrugated board + paper pulp inserts,3.0,Vacuum cleaner pack,,
31,Household Appliances,4.0,4.0,,85.0,70.0,72.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard box + paper cushioning,3.0,Ceiling fan box,,
32,Household Appliances,3.0,3.0,,88.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Folding boxboard + paper pulp tray,3.0,Iron packaging,,
33,Household Appliances,4.0,4.0,,75.0,65.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Corrugated cardboard + recyclable foam pads,4.0,Air purifier box,,
34,Household Appliances,3.0,3.0,,85.0,68.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Printed paperboard + recycled pulp,3.0,Coffee maker box,,
35,Household Appliances,3.0,3.0,,85.0,70.0,75.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard + molded pulp liner,3.0,Toaster packaging,,
36,Furniture,4.0,5.0,,70.0,65.0,50.0,3.0,2.0,,,,,,,,,,,,,,,,,Corrugated board + stretch film,3.0,Dining chair carton,,
37,Furniture,5.0,5.0,,75.0,68.0,68.0,4.0,2.0,,,,,,,,,,,,,,,,,Recycled cardboard + paper corner pads,3.0,Table flat pack,,
38,Furniture,3.0,3.0,,90.0,78.0,60.0,3.0,3.0,,,,,,,,,,,,,,,,,Compostable bag + tissue wrapping,2.0,Cushion packaging,,
39,Furniture,4.0,4.0,,60.0,55.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,Recyclable PE film + paper sleeve,3.0,Mattress roll wrap,,
40,Furniture,3.0,3.0,,85.0,70.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Corrugated box + molded pulp,3.0,Lamp box,,
41,Toys,3.0,3.0,,85.0,70.0,70.0,3.0,2.0,,,,,,,,,,,,,,,,,Folding carton + paper insert,3.0,Kidsâ€™ toy box,,
42,Toys,4.0,4.0,,20.0,55.0,60.0,2.0,3.0,,,,,,,,,,,,,,,,,PCR PP tub + paper sleeve,4.0,Building blocks tub,,
43,Toys,3.0,3.0,,80.0,70.0,40.0,3.0,2.0,,,,,,,,,,,,,,,,,Biodegradable PLA film + paper tag,2.0,Soft toy bag,,
44,Toys,3.0,3.0,,85.0,70.0,75.0,3.0,3.0,,,,,,,,,,,,,,,,,Paperboard box + pulp tray,3.0,Educational kit box,,
45,Toys,3.0,3.0,,65.0,60.0,55.0,3.0,2.0,,,,,,,,,,,,,,,,,Recycled PET window + paperboard shell,3.0,Doll packaging,,
46,Baby Care,4.0,4.0,,25.0,55.0,60.0,3.0,3.0,,,,,,,,,,,,,,,,,PCR PET clamshell + cardboard sleeve,4.0,Baby bottle pack,,
47,Baby Care,4.0,4.0,,0.0,55.0,55.0,2.0,3.0,,,,,,,,,,,,,,,,,HDPE bottle + paper label,4.0,Baby lotion bottle,,
48,Baby Care,3.0,3.0,,70.0,65.0,45.0,3.0,2.0,,,,,,,,,,,,,,,,,Recyclable PE or compostable film,3.0,Diaper bag pack,,
49,Baby Care,3.0,3.0,,75.0,70.0,30.0,3.0,1.0,,,,,,,,,,,,,,,,,Multi-layer biofilm with PLA,4.0,Baby food pouch,,
50,Baby Care,3.0,3.0,,60.0,60.0,50.0,3.0,2.0,,,,,,,,,,,,,,,,,Recyclable film + paper label,3.0,Baby wipes packet,,
